d w z q
13 306 0 0
13 20 0 0
13 20 0 0
13 20 0 0
13 20 0 0
13 2506 0 0
13 2506 0 0
13 758 0 0
13 2007 0 0
14 2453 0 0
14 2254 4 4
14 2254 4 4
14 2254 4 4
14 1158 4 4
14 3190 1 1
14 305 0 0
14 305 4 4
14 305 0 0
14 3514 0 0
14 3514 0 0
14 3514 0 0
14 3404 1 1
14 937 4 4
14 937 1 1
14 937 4 4
14 1793 4 4
14 1793 4 4
14 1793 4 4
14 1793 1 1
14 3516 1 1
14 3516 1 1
14 960 1 1
14 960 4 4
14 936 4 4
15 3405 7 7
15 305 0 0
15 305 0 0
15 3514 0 0
15 3514 0 0
15 3069 0 0
15 2361 7 7
15 2361 0 0
15 2335 10 8
15 2335 10 8
15 1424 10 8
15 2265 0 0
15 1568 10 8
15 1917 0 0
15 2814 10 8
15 2609 7 7
15 3594 7 7
15 3662 3 3
15 174 10 8
16 2092 0 0
16 305 0 0
16 305 0 0
16 3514 0 0
16 3514 0 0
16 1047 1 1
16 1047 1 1
16 2211 1 1
16 1333 0 0
16 1113 0 0
16 1141 0 0
16 3303 1 1
16 176 1 1
16 2095 0 0
17 305 0 0
17 305 0 0
17 3514 0 0
17 3514 0 0
17 936 1 1
17 15 1 1
17 2738 1 1
17 2738 1 1
17 1881 0 0
17 1394 0 0
17 699 0 0
17 1763 0 0
18 305 0 0
18 305 0 0
18 305 0 0
18 3514 0 0
18 856 1 1
18 856 0 0
18 1978 0 0
18 377 0 0
18 191 6 6
18 2268 0 0
18 2729 0 0
18 2729 6 6
18 1208 6 6
19 3092 0 0
19 3190 1 1
19 305 0 0
19 305 0 0
19 305 0 0
19 305 0 0
19 305 0 0
19 3514 0 0
19 3514 0 0
19 3514 0 0
19 3514 0 0
19 648 1 1
19 648 1 1
19 648 1 1
19 648 1 1
19 1919 0 0
19 2915 0 0
19 1167 0 0
19 3198 0 0
20 1961 0 0
20 305 0 0
20 305 0 0
20 305 0 0
20 3514 0 0
20 3514 0 0
20 2361 0 0
20 856 0 0
20 856 0 0
20 2268 0 0
20 2268 0 0
20 2729 0 0
20 2729 0 0
20 1208 0 0
21 305 0 0
21 305 0 0
21 305 0 0
21 3514 0 0
21 3514 0 0
21 3514 0 0
21 217 10 8
21 2737 3 3
21 2737 0 0
21 2737 0 0
21 377 0 0
21 2923 3 3
21 3749 6 6
21 2520 10 8
21 3319 10 8
21 3407 3 3
21 2677 0 0
22 305 0 0
22 305 0 0
22 305 0 0
22 3514 0 0
22 3514 0 0
22 1075 1 1
22 3516 1 1
22 2211 1 1
22 2211 1 1
22 1971 1 1
22 3367 6 6
22 2300 1 1
22 512 0 0
23 305 0 0
23 305 0 0
23 305 0 0
23 305 0 0
23 3514 0 0
23 3514 0 0
23 3514 0 0
23 3514 0 0
23 20 0 0
23 20 0 0
23 815 0 0
23 815 0 0
23 1332 0 0
23 1332 0 0
23 1332 0 0
23 1332 0 0
23 1989 0 0
23 3057 0 0
23 2471 0 0
23 2420 0 0
24 305 0 0
24 305 0 0
24 3514 0 0
24 3514 0 0
24 1333 0 0
24 2742 4 4
24 1774 0 0
24 1049 0 0
24 274 0 0
24 875 4 4
24 1388 1 1
25 2092 0 0
25 2092 0 0
25 1891 3 3
25 2869 0 0
25 305 0 0
25 305 0 0
25 3514 0 0
25 3514 0 0
25 217 0 0
25 217 5 5
25 1336 5 5
25 3059 0 0
25 3059 3 3
25 2855 0 0
25 2855 0 0
25 1751 5 5
25 1751 0 0
25 2040 0 0
26 449 0 0
26 305 0 0
26 305 0 0
26 305 0 0
26 3514 0 0
26 3514 0 0
26 3514 0 0
26 1167 0 0
26 875 0 0
26 915 0 0
26 915 0 0
26 3070 0 0
26 3810 0 0
26 2683 0 0
27 305 0 0
27 305 0 0
27 3514 0 0
27 3514 0 0
27 20 0 0
27 20 0 0
27 20 0 0
27 20 0 0
27 20 0 0
27 2198 10 8
27 2198 10 8
27 2009 0 0
27 2009 10 8
27 1814 4 4
28 3520 6 6
28 305 0 0
28 305 0 0
28 3514 0 0
28 3514 0 0
28 3267 0 0
28 1333 0 0
28 1767 0 0
28 3676 0 0
28 1820 0 0
28 1968 0 0
28 2452 0 0
29 305 0 0
29 3514 0 0
29 3275 0 0
29 3433 0 0
29 684 0 0
29 1781 0 0
29 497 0 0
29 1306 0 0
29 2038 0 0
30 305 0 0
30 305 0 0
30 305 0 0
30 3514 0 0
30 3514 0 0
30 130 0 0
30 377 0 0
30 191 0 0
30 3070 0 0
31 305 0 0
31 305 0 0
31 3514 0 0
31 3514 0 0
31 3514 0 0
31 3514 0 0
31 378 9 8
31 2356 9 8
31 2356 9 8
31 2356 9 8
31 797 0 0
31 797 0 0
31 533 9 8
31 533 9 8
31 532 0 0
31 2598 9 8
31 472 9 8
32 305 0 0
32 305 0 0
32 305 0 0
32 3514 0 0
32 377 0 0
32 377 0 0
32 191 9 8
32 497 0 0
32 497 0 0
32 2297 0 0
32 104 9 8
32 1682 9 8
32 1682 9 8
32 2190 9 8
32 2190 0 0
32 3211 0 0
32 78 0 0
32 1300 9 8
33 170 1 1
33 3190 1 1
33 305 0 0
33 305 0 0
33 305 0 0
33 3514 0 0
33 856 1 1
33 856 0 0
33 20 0 0
33 1751 0 0
33 3757 10 8
33 3757 10 8
33 3755 10 8
33 31 0 0
33 31 0 0
33 1150 10 8
33 2267 1 1
33 866 0 0
33 1620 0 0
33 2748 0 0
34 305 0 0
34 305 0 0
34 305 0 0
34 305 0 0
34 305 0 0
34 3514 0 0
34 3514 0 0
34 497 0 0
34 672 5 5
34 2397 3 3
34 2397 0 0
34 564 0 0
34 565 5 5
35 3190 1 1
35 3190 1 1
35 3190 1 1
35 305 0 0
35 305 0 0
35 305 0 0
35 305 0 0
35 3514 0 0
35 3514 0 0
35 3514 0 0
35 3514 0 0
35 856 0 0
35 1333 0 0
35 699 0 0
35 1919 0 0
35 2753 1 1
35 2753 1 1
35 2753 1 1
35 2090 0 0
35 2082 1 1
36 3190 1 1
36 3190 1 1
36 3190 1 1
36 305 0 0
36 305 0 0
36 305 0 0
36 305 0 0
36 3514 0 0
36 3514 0 0
36 3514 0 0
36 1919 0 0
36 2915 3 3
36 2753 1 1
36 2753 1 1
36 2753 1 1
36 3702 3 3
36 3308 2 2
36 3410 1 1
36 586 1 1
36 3199 2 2
36 989 0 0
36 2859 1 1
36 291 1 1
36 1847 1 1
37 2092 0 0
37 2092 0 0
37 3190 1 1
37 3190 1 1
37 305 0 0
37 305 0 0
37 305 0 0
37 305 0 0
37 3514 0 0
37 3514 0 0
37 20 0 0
37 1167 0 0
37 512 0 0
37 512 0 0
37 2742 0 0
37 1306 0 0
37 1716 0 0
37 1125 0 0
37 1322 0 0
38 3619 1 1
38 1968 0 0
38 3294 0 0
38 3294 0 0
38 3294 0 0
38 2601 2 2
38 662 2 2
38 1704 1 1
38 659 2 2
39 3734 8 8
39 2361 0 0
39 875 0 0
39 1751 2 2
39 3294 0 0
39 2415 0 0
39 2415 0 0
39 2415 0 0
39 3818 8 8
39 1229 0 0
40 1751 0 0
40 1751 0 0
40 3070 0 0
40 3294 0 0
40 3294 0 0
40 1229 0 0
40 2323 0 0
40 2323 0 0
40 2323 0 0
40 2115 0 0
40 2115 0 0
40 802 0 0
40 2670 0 0
40 3502 0 0
41 3503 0 0
41 794 0 0
41 699 0 0
41 3757 10 8
41 3757 10 8
41 3755 10 8
41 1150 10 8
41 3294 0 0
41 3294 0 0
41 3294 0 0
41 3294 0 0
41 1229 0 0
41 1229 0 0
41 1229 0 0
41 2115 0 0
41 3108 0 0
41 2314 0 0
41 2475 0 0
41 1269 0 0
41 424 0 0
41 3505 0 0
42 3757 10 8
42 3757 10 8
42 3755 10 8
42 1150 10 8
42 3294 0 0
42 3294 0 0
42 3294 0 0
42 3294 0 0
42 3294 0 0
42 1229 0 0
42 1229 0 0
42 1229 0 0
42 1229 0 0
42 1229 0 0
42 2039 0 0
42 2039 0 0
42 2039 10 8
42 2039 10 8
42 1159 7 7
42 1398 0 0
42 3786 0 0
43 3734 0 0
43 2590 0 0
43 2590 0 0
43 875 0 0
43 1300 0 0
43 3294 0 0
43 3294 0 0
43 3294 0 0
43 3294 0 0
43 1229 0 0
43 1229 0 0
43 2115 0 0
43 2325 0 0
43 2825 0 0
43 2017 0 0
43 1187 0 0
43 2465 0 0
43 2465 0 0
43 3068 0 0
43 1725 0 0
44 3503 0 0
44 2190 0 0
44 3294 0 0
44 3294 0 0
44 3294 0 0
44 1229 0 0
44 2115 0 0
44 2118 0 0
44 3673 1 1
44 1631 0 0
44 1438 7 7
44 385 0 0
44 1429 0 0
44 657 0 0
44 1177 0 0
44 708 7 7
45 2361 6 6
45 1751 0 0
45 3070 6 6
45 3294 0 0
45 1229 0 0
45 1229 0 0
45 1229 0 0
45 3823 6 6
45 3823 6 6
45 2783 3 3
45 3279 0 0
45 2451 6 6
45 2326 7 7
46 3503 0 0
46 699 0 0
46 1751 0 0
46 1300 0 0
46 1847 0 0
46 1847 0 0
46 3294 0 0
46 3294 0 0
46 1229 0 0
46 1229 0 0
46 1429 0 0
46 2783 0 0
46 577 0 0
46 2014 0 0
46 2179 3 3
46 499 0 0
46 2456 0 0
47 1168 2 2
47 1168 2 2
47 3294 0 0
47 3294 0 0
47 3294 0 0
47 1229 0 0
47 1229 0 0
47 2115 0 0
47 2115 0 0
47 3673 2 2
47 1629 8 8
47 1629 8 8
47 2693 8 8
47 453 0 0
47 3073 0 0
47 1626 0 0
47 1295 8 8
47 2292 8 8
47 3270 8 8
48 224 2 2
48 3294 0 0
48 3294 0 0
48 3294 0 0
48 3294 0 0
48 3294 0 0
48 1229 0 0
48 1229 0 0
48 1229 0 0
48 1229 0 0
48 1229 0 0
48 1229 0 0
48 3807 0 0
48 3155 0 0
48 3366 3 3
48 1436 0 0
48 263 0 0
49 856 0 0
49 1333 0 0
49 1751 0 0
49 3294 0 0
49 3294 0 0
49 1229 0 0
49 1229 0 0
49 398 3 3
49 398 0 0
50 728 5 5
50 3294 0 0
50 3294 0 0
50 1229 0 0
50 1229 0 0
50 1229 0 0
50 2878 0 0
50 1427 9 8
50 786 9 8
51 2361 0 0
51 699 0 0
51 1751 0 0
51 3294 0 0
51 3294 0 0
51 1229 0 0
51 2115 0 0
51 424 0 0
51 2783 0 0
51 3279 0 0
51 2014 0 0
51 1859 0 0
51 192 0 0
51 157 0 0
51 1584 0 0
52 3092 0 0
52 3092 0 0
52 1125 9 8
52 3635 9 8
52 3635 9 8
52 1126 9 8
52 1126 9 8
52 1227 9 8
52 230 9 8
52 3013 9 8
52 3013 9 8
52 278 9 8
52 1889 9 8
53 2361 7 7
53 1751 0 0
53 1820 0 0
53 3294 0 0
53 1229 0 0
53 388 7 7
53 1516 6 6
53 1092 0 0
53 2872 6 6
53 1995 5 5
53 62 6 6
54 2923 0 0
54 875 0 0
54 1751 0 0
54 1751 0 0
54 3070 0 0
54 3070 0 0
54 1820 0 0
54 3294 0 0
54 3294 0 0
54 3294 0 0
54 1229 0 0
54 1229 0 0
54 2115 0 0
54 2115 0 0
54 3108 0 0
54 2825 0 0
54 264 0 0
54 264 0 0
54 2716 0 0
54 3482 0 0
55 1751 0 0
55 3294 0 0
55 3294 0 0
55 3294 0 0
55 1229 0 0
55 1229 0 0
55 2115 0 0
55 3108 0 0
55 2039 0 0
55 2039 0 0
55 1631 0 0
56 699 0 0
56 1751 0 0
56 1820 0 0
56 3294 0 0
56 1229 0 0
56 2115 0 0
56 1725 0 0
56 3279 0 0
56 716 0 0
56 135 0 0
56 3333 0 0
56 1382 0 0
57 77 7 7
57 3356 0 0
57 3070 0 0
57 3211 7 7
57 3294 0 0
57 1229 0 0
57 2115 0 0
57 2115 0 0
57 3786 7 7
57 1436 0 0
57 1966 0 0
57 764 0 0
58 2659 6 6
58 3294 0 0
58 3294 0 0
58 1229 0 0
58 2115 0 0
58 1438 7 7
58 3712 7 7
58 2692 3 3
58 2658 6 6
58 2658 6 6
58 1932 6 6
59 2361 0 0
59 1751 1 1
59 1751 0 0
59 3294 0 0
59 1229 0 0
59 2115 0 0
59 2115 0 0
59 1429 0 0
59 1835 1 1
60 1751 0 0
60 1751 0 0
60 3070 0 0
60 3294 0 0
60 1229 0 0
60 2115 0 0
60 2326 0 0
60 1727 0 0
60 1727 0 0
60 1727 0 0
60 1527 0 0
61 305 0 0
61 305 0 0
61 305 0 0
61 3294 0 0
61 3294 0 0
61 3294 0 0
61 3294 0 0
61 1229 0 0
61 1229 0 0
61 1229 0 0
61 1229 0 0
61 1200 0 0
61 2019 0 0
61 1543 0 0
61 2392 0 0
61 2440 0 0
62 3294 0 0
62 3294 0 0
62 1229 0 0
62 1229 0 0
62 2115 0 0
62 2716 0 0
62 2667 10 8
62 1559 6 6
62 1622 4 4
63 3503 0 0
63 3092 0 0
63 2677 0 0
63 3070 0 0
63 1820 0 0
63 1229 0 0
63 1229 0 0
63 1436 0 0
63 1636 12 8
63 1636 12 8
63 1933 12 8
63 1933 12 8
64 699 0 0
64 1751 0 0
64 3294 0 0
64 3294 0 0
64 1229 0 0
64 1229 0 0
64 2825 0 0
64 157 0 0
64 566 0 0
64 155 0 0
64 2901 0 0
65 699 0 0
65 3294 0 0
65 3294 0 0
65 3294 0 0
65 1229 0 0
65 1229 0 0
65 1229 0 0
65 2115 0 0
65 3068 0 0
65 2014 0 0
65 842 0 0
65 842 0 0
65 3261 0 0
66 699 0 0
66 3410 0 0
66 3294 0 0
66 3294 0 0
66 3294 0 0
66 1229 0 0
66 1229 0 0
66 1229 0 0
66 2451 6 6
66 2326 6 6
66 2326 0 0
66 263 6 6
66 263 6 6
66 263 6 6
66 2174 6 6
67 3092 0 0
67 3294 0 0
67 3294 0 0
67 1229 0 0
67 1229 0 0
67 1229 0 0
67 2325 0 0
67 1631 0 0
67 2326 0 0
67 2772 0 0
68 494 4 4
68 494 4 4
68 453 4 4
68 453 4 4
68 453 4 4
68 3073 4 4
68 3073 4 4
68 1126 4 4
68 1126 4 4
68 1086 4 4
68 1086 4 4
68 167 4 4
68 167 4 4
68 660 4 4
68 660 4 4
68 633 4 4
68 3137 8 8
69 1631 9 8
69 1631 9 8
69 1631 9 8
69 1631 9 8
69 1631 9 8
69 1631 9 8
69 453 9 8
69 3073 9 8
69 455 9 8
69 455 9 8
69 455 9 8
69 455 9 8
69 3075 9 8
69 3075 9 8
69 3075 9 8
69 3075 9 8
69 1201 9 8
69 756 9 8
69 3208 9 8
70 1086 4 4
70 1086 4 4
70 1086 4 4
70 455 4 4
70 455 8 8
70 3075 4 4
70 3075 4 4
70 3075 4 4
70 128 8 8
70 128 8 8
70 128 8 8
70 3169 4 4
70 3169 4 4
70 3169 4 4
70 3724 8 8
70 393 8 8
71 1086 4 4
71 1086 4 4
71 455 8 8
71 455 8 8
71 455 9 8
71 3075 9 8
71 3075 9 8
71 3075 4 4
71 128 8 8
71 128 8 8
71 128 8 8
71 393 8 8
71 661 8 8
71 661 8 8
71 1554 0 0
71 1554 8 8
72 449 0 0
72 2923 0 0
72 2017 9 8
72 2456 0 0
72 453 9 8
72 3073 0 0
72 455 0 0
72 3075 9 8
72 369 0 0
72 234 0 0
73 453 9 8
73 3073 9 8
73 455 9 8
73 3075 9 8
73 2470 9 8
73 515 9 8
73 560 9 8
73 560 9 8
73 560 9 8
73 2565 9 8
73 2521 9 8
73 2117 9 8
74 1961 0 0
74 449 0 0
74 449 0 0
74 217 0 0
74 217 0 0
74 217 0 0
74 217 0 0
74 1767 0 0
74 453 0 0
74 3073 0 0
74 455 0 0
74 455 0 0
74 3075 0 0
74 3075 0 0
74 1553 0 0
74 2736 0 0
75 494 4 4
75 2677 9 8
75 2677 9 8
75 1631 9 8
75 453 9 8
75 3073 9 8
75 263 0 0
75 1126 9 8
75 455 9 8
75 3075 9 8
75 3507 0 0
75 3507 0 0
75 2444 9 8
75 386 9 8
75 1434 0 0
75 1037 9 8
75 1780 4 4
75 3437 9 8
76 1891 3 3
76 1631 9 8
76 1631 9 8
76 1631 9 8
76 1631 9 8
76 1631 9 8
76 455 9 8
76 455 9 8
76 455 9 8
76 3075 9 8
76 3075 9 8
76 3075 9 8
76 1201 9 8
76 2279 9 8
76 2279 9 8
76 2840 0 0
76 2840 0 0
76 61 9 8
76 703 9 8
77 494 4 4
77 494 4 4
77 494 4 4
77 494 4 4
77 494 4 4
77 494 4 4
77 494 4 4
77 494 4 4
77 494 4 4
77 494 4 4
77 494 4 4
77 2915 3 3
77 3057 3 3
77 453 4 4
77 453 4 4
77 3073 4 4
77 3073 4 4
77 2716 4 4
77 3009 4 4
77 884 4 4
77 2946 4 4
77 702 4 4
78 1751 9 8
78 1725 0 0
78 1631 9 8
78 1631 0 0
78 1631 9 8
78 1631 9 8
78 455 9 8
78 3075 9 8
78 61 9 8
78 980 9 8
78 1512 3 3
78 695 0 0
78 2763 9 8
78 2763 3 3
78 454 0 0
78 3074 9 8
78 3109 1 1
78 2499 9 8
78 440 9 8
78 2251 9 8
79 1891 3 3
79 1820 0 0
79 1631 9 8
79 1631 3 3
79 1631 9 8
79 1631 9 8
79 1631 9 8
79 455 9 8
79 455 9 8
79 455 9 8
79 3075 9 8
79 3075 9 8
79 3075 9 8
79 1201 9 8
79 1201 9 8
79 3380 9 8
79 3380 9 8
79 3380 0 0
80 449 0 0
80 449 0 0
80 449 0 0
80 449 0 0
80 449 0 0
80 2923 0 0
80 2923 0 0
80 453 0 0
80 453 0 0
80 3073 0 0
80 3073 0 0
80 3482 0 0
80 455 0 0
80 3075 0 0
80 535 0 0
80 2498 0 0
80 1794 0 0
80 876 0 0
81 449 0 0
81 449 0 0
81 449 0 0
81 449 0 0
81 449 0 0
81 3198 0 0
81 455 0 0
81 455 0 0
81 455 0 0
81 3075 0 0
81 454 0 0
81 3074 0 0
81 876 0 0
81 113 0 0
81 113 0 0
81 16 0 0
81 1801 0 0
81 3377 0 0
82 1586 5 5
82 1300 9 8
82 1300 9 8
82 1631 9 8
82 1631 9 8
82 1631 9 8
82 455 9 8
82 455 9 8
82 3075 9 8
82 393 8 8
82 440 9 8
82 179 9 8
82 2554 9 8
82 1022 9 8
82 3067 5 5
82 518 9 8
82 3423 9 8
82 2026 5 5
82 2026 5 5
82 2026 5 5
82 1371 9 8
82 3322 9 8
82 1289 8 8
82 2580 5 5
83 494 4 4
83 494 4 4
83 217 4 4
83 217 9 8
83 1086 4 4
83 1086 4 4
83 455 4 4
83 455 4 4
83 3075 9 8
83 3075 9 8
83 3075 4 4
83 3075 9 8
83 61 9 8
83 3471 0 0
83 1879 9 8
83 1132 9 8
83 3789 0 0
84 453 9 8
84 453 9 8
84 453 9 8
84 3073 9 8
84 3073 9 8
84 3073 9 8
84 455 9 8
84 3075 9 8
84 3208 9 8
84 386 9 8
84 386 9 8
84 386 2 2
84 386 9 8
84 386 9 8
84 386 9 8
84 1801 9 8
85 3092 0 0
85 1682 9 8
85 1631 9 8
85 455 9 8
85 455 9 8
85 3075 9 8
85 3075 9 8
85 1512 6 6
85 2781 0 0
85 3131 9 8
85 3633 9 8
85 2630 9 8
85 3470 9 8
85 3470 9 8
86 453 9 8
86 3073 9 8
86 3073 9 8
86 3009 9 8
86 454 9 8
86 2498 9 8
86 2498 9 8
86 3470 9 8
86 3470 9 8
86 3470 9 8
86 3470 9 8
86 3470 9 8
86 3470 9 8
86 3470 9 8
86 2895 9 8
86 2895 9 8
86 2895 9 8
86 2894 9 8
86 2894 9 8
86 59 9 8
86 260 9 8
87 1725 8 8
87 453 9 8
87 453 9 8
87 453 4 4
87 3073 9 8
87 3073 9 8
87 3073 9 8
87 1571 9 8
87 1571 9 8
87 1395 9 8
87 1853 4 4
87 1853 4 4
87 3381 8 8
87 3381 8 8
87 3473 8 8
87 3473 8 8
87 3122 9 8
88 1961 0 0
88 1961 0 0
88 1961 0 0
88 449 0 0
88 1978 0 0
88 1978 0 0
88 1751 0 0
88 1751 0 0
88 1631 0 0
88 1631 0 0
88 1631 9 8
88 453 9 8
88 453 9 8
88 453 0 0
88 3073 9 8
88 3073 0 0
88 3073 9 8
88 1201 9 8
88 2846 9 8
88 1963 0 0
88 1963 0 0
88 3799 0 0
89 494 4 4
89 494 4 4
89 494 4 4
89 494 4 4
89 271 4 4
89 271 4 4
89 3540 4 4
89 2825 4 4
89 2825 4 4
89 2825 4 4
89 453 4 4
89 2716 4 4
89 2716 4 4
89 2716 4 4
89 884 4 4
89 2946 4 4
89 2946 4 4
89 2618 2 2
89 277 4 4
90 2923 0 0
90 3108 0 0
90 453 9 8
90 453 0 0
90 453 9 8
90 3073 9 8
90 3073 9 8
90 455 9 8
90 3075 9 8
90 3075 9 8
90 3009 9 8
90 3470 9 8
90 3470 9 8
90 3470 9 8
90 3470 9 8
90 3470 9 8
90 3470 9 8
91 2869 9 8
91 453 9 8
91 453 9 8
91 3073 9 8
91 3073 9 8
91 2716 9 8
91 3473 9 8
91 665 9 8
91 3435 9 8
91 3435 9 8
91 3435 9 8
91 2933 9 8
91 568 9 8
92 449 0 0
92 449 0 0
92 424 0 0
92 453 0 0
92 3073 0 0
92 455 0 0
92 3075 0 0
92 3208 0 0
92 2444 0 0
92 2444 0 0
92 2498 0 0
92 2829 2 2
92 2829 3 3
92 3278 2 2
92 3278 0 0
93 449 0 0
93 449 0 0
93 449 0 0
93 2923 0 0
93 2923 0 0
93 453 0 0
93 3073 0 0
93 455 0 0
93 3075 0 0
93 535 0 0
94 1438 7 7
94 453 7 7
94 3073 4 4
94 1086 4 4
94 393 4 4
94 524 4 4
94 1072 4 4
94 3661 7 7
95 1781 9 8
95 2017 9 8
95 1631 9 8
95 1631 9 8
95 1631 9 8
95 453 9 8
95 455 9 8
95 455 9 8
95 3075 9 8
95 3075 9 8
95 1201 9 8
95 1201 9 8
95 1201 9 8
95 3471 9 8
95 2895 9 8
95 2895 9 8
95 2847 9 8
95 2298 9 8
95 2298 9 8
95 2298 9 8
95 2298 9 8
95 2249 9 8
95 1251 9 8
95 1652 6 6
95 1652 9 8
96 1631 9 8
96 455 9 8
96 3075 9 8
96 1201 9 8
96 2736 6 6
96 3377 6 6
96 539 6 6
96 539 6 6
96 539 6 6
96 2746 1 1
96 1970 9 8
97 2750 9 8
97 453 9 8
97 3073 9 8
97 2117 9 8
97 2696 9 8
97 1042 9 8
97 1042 9 8
97 1042 9 8
97 1042 9 8
97 1341 9 8
97 1465 9 8
98 271 4 4
98 271 4 4
98 305 0 0
98 2742 0 0
98 1751 0 0
98 497 0 0
98 2825 0 0
98 1187 0 0
98 1631 0 0
98 1631 0 0
98 1631 4 4
98 756 0 0
98 2279 0 0
98 2279 0 0
98 2840 0 0
98 2840 0 0
98 2840 0 0
98 2840 0 0
98 702 4 4
98 524 10 8
98 2029 0 0
98 2029 0 0
98 2029 0 0
98 2029 0 0
98 2029 0 0
98 825 0 0
98 825 0 0
98 2421 0 0
99 449 0 0
99 305 0 0
99 305 0 0
99 2855 0 0
99 2630 0 0
99 2029 0 0
99 825 0 0
99 2633 0 0
99 561 2 2
99 561 8 8
100 3092 0 0
100 3578 3 3
100 1107 3 3
100 305 0 0
100 306 0 0
100 20 0 0
100 1917 0 0
100 1751 0 0
100 535 3 3
100 665 3 3
100 665 3 3
100 2029 0 0
100 2029 0 0
100 2029 0 0
100 2029 0 0
100 3317 3 3
100 3317 3 3
100 3317 3 3
100 3317 3 3
100 3317 3 3
100 995 0 0
100 938 0 0
101 3092 0 0
101 305 0 0
101 3786 0 0
102 305 0 0
102 305 0 0
102 1751 0 0
102 2783 0 0
102 2901 0 0
102 2901 0 0
102 2117 0 0
102 2029 0 0
102 2029 0 0
102 2029 0 0
102 3736 0 0
102 910 0 0
102 24 0 0
103 3092 0 0
103 305 0 0
103 306 0 0
103 1333 0 0
103 1631 0 0
103 2029 0 0
103 1303 0 0
103 1776 0 0
103 1696 7 7
103 3772 0 0
104 449 0 0
104 305 0 0
104 305 0 0
104 305 0 0
104 2029 0 0
104 2029 0 0
104 2029 0 0
104 2029 0 0
104 3551 5 5
105 1107 3 3
105 305 0 0
105 305 0 0
105 130 3 3
105 130 0 0
105 1332 0 0
105 497 0 0
105 3482 0 0
105 535 3 3
105 535 3 3
105 2029 0 0
105 825 0 0
105 2633 0 0
105 3317 3 3
105 3317 3 3
105 3317 3 3
105 1303 0 0
105 2496 0 0
105 1598 0 0
106 3578 3 3
106 3578 3 3
106 305 0 0
106 130 3 3
106 1333 0 0
106 1978 0 0
106 1725 3 3
106 2029 0 0
106 2029 0 0
106 2029 0 0
106 3317 3 3
106 3317 3 3
106 3421 3 3
106 1522 3 3
106 1522 3 3
106 1441 3 3
106 89 3 3
106 2167 3 3
107 305 0 0
107 305 0 0
107 305 0 0
107 1631 9 8
107 1631 9 8
107 2029 0 0
107 2029 0 0
107 1303 6 6
107 1303 9 8
107 3062 9 8
107 3062 9 8
107 3062 9 8
